,assortativity,purity,kind
225,0.0,0.9090909090909092,all
226,0.0,0.9351909184726522,all
227,0.0,0.9617110148514851,all
228,2.220547425593702e-16,0.935823754789272,all
229,0.0,0.9385846292540004,all
230,0.0,0.7605605605605605,all
231,0.0,0.7709923664122138,all
232,0.0,0.900103305785124,all
233,0.0,0.910569105691057,all
234,0.0,0.9463883526383526,all
235,0.0,0.8339538346984363,all
236,0.0,0.9729353541602227,all
237,-2.220672625377788e-16,0.9909455128205129,all
238,0.0,0.963302752293578,all
239,0.0,0.9947916666666667,all
240,0.0,0.9869193359047459,all
241,0.0,0.9561682573347473,all
242,0.0,0.9607581967213115,all
243,0.0,0.930026359932902,all
244,2.2210841084598673e-16,0.9957264957264957,all
245,0.0,0.9427310992391129,all
246,0.0,0.9440174491067719,all
247,0.0,0.8399014778325123,all
248,2.2307917000476716e-16,0.9309309309309309,all
249,2.2667053419430273e-16,0.7880673065529091,all
250,0.0,0.98,all
251,0.0,0.8848378434207809,all
252,0.0,0.9340345500139315,all
253,0.0,0.9346742021276595,all
254,0.0,0.895539314516129,all
255,0.0,0.9482758620689655,all
256,0.0,0.9010989010989011,all
257,2.220547425593702e-16,0.9806376419279645,all
258,2.220682066049765e-16,0.9218227424749164,all
259,0.0,0.8661697247706422,all
260,0.0,0.9700740740740741,all
261,0.0,0.9128117457763475,all
262,0.0,0.9900990099009901,all
263,-2.220550222182486e-16,0.9849624060150376,all
264,0.0,0.8641304347826086,all
265,0.0,0.943661971830986,all
266,0.0,0.8137755102040816,all
267,0.0,0.909680170575693,all
268,0.0,0.951467596628887,all
269,0.0,0.8809523809523809,all
270,2.2210841084598673e-16,0.9855072463768115,all
271,0.0,0.5684523809523809,all
272,0.0,0.9505681818181818,all
273,0.0,0.9873949579831933,all
274,0.0,0.8712507074136955,all
275,0.0,0.8447815704452872,all
276,0.0,0.9113475177304964,all
277,2.220547425593702e-16,0.9118638538494998,all
278,0.0,0.9850746268656716,all
279,0.0,0.9705882352941176,all
280,0.0,0.9279661016949152,all
281,0.0,0.9709016393442622,all
282,2.237046048685776e-16,0.8732127838519764,all
283,2.230876034362388e-16,0.7228535353535352,all
284,0.0,0.9107843137254903,all
285,0.0,0.9925373134328358,all
286,0.0,0.98046875,all
287,0.0,0.9361702127659575,all
288,0.0,0.825503355704698,all
289,0.0,0.728246539222149,all
290,2.2300140046869857e-16,0.7549942922374429,all
291,2.220874458675212e-16,0.9948979591836735,all
292,0.0,0.8916589002795899,all
293,0.0,0.9623933542882802,all
294,0.0,0.9732504337767496,all
295,0.0,0.9932432432432432,all
296,0.0,0.9164899257688228,all
297,-2.2205460693426223e-16,0.9784172661870504,all
298,0.0,0.9303030303030303,all
299,0.0,0.9479609929078014,all
300,0.0,0.9961832061068703,all
301,-2.220473774328343e-16,0.994949494949495,all
302,2.275133471188625e-16,0.7181677018633541,all
303,0.0,0.9228696741854636,all
304,0.0,0.8453514739229024,all
305,0.0,0.9532407407407408,all
306,0.0,0.8849761762954139,all
307,0.0,0.9508333333333333,all
308,0.0,0.9008779264214046,all
309,0.0,0.9863636363636363,all
310,0.0,0.9785714285714286,all
311,0.0,0.8956043956043955,all
312,2.220862799634932e-16,0.9250269687162891,all
313,0.0,0.8910078594544614,all
314,0.0,0.6936813186813187,all
315,0.0,0.921875,all
316,0.0,0.9806201550387597,all
317,0.0,0.9655172413793103,all
318,0.0,0.93125,all
319,0.0,0.8812715199212986,all
320,2.233281838728597e-16,0.7368663594470046,all
321,-2.221092851441207e-16,0.9687747035573122,all
322,0.0,0.8801652892561984,all
323,2.2205488096191227e-16,0.8777777777777778,all
324,-2.2205460693426223e-16,0.854485101127065,all
325,0.0,0.9772727272727273,all
326,0.0,0.9403669724770642,all
327,0.0,0.9269713261648745,all
328,0.0,0.5877776300039899,all
329,0.0,0.9512556679455877,all
330,0.0,0.9854014598540146,all
331,0.0,0.9348387096774193,all
332,0.0,0.9595696337877573,all
333,0.0,0.810483870967742,all
334,0.0,0.9511392811296534,all
335,0.0,0.9710458440802063,all
336,0.0,0.7661474164133739,all
337,0.0,0.962307224025974,all
338,-2.2319982372179028e-16,0.852502017756255,all
339,0.0,0.87890625,all
340,2.220682066049765e-16,0.8804347826086957,all
341,0.0,0.8432934052915624,all
342,0.0,0.8428641251221897,all
343,2.220547425593702e-16,0.995575221238938,all
344,0.0,0.980976266209934,all
345,0.0,0.9918032786885246,all
346,2.220547425593702e-16,0.9806797853309481,all
347,0.0,1.0,all
348,0.0,0.909896480331263,all
349,0.0,0.932909721076085,all
350,2.275133471188625e-16,0.8696695095948828,all
351,0.0,0.8082191780821918,all
352,0.0,0.9897260273972603,all
353,0.0,0.9921259842519685,all
354,0.0,0.8801108801108801,all
355,0.0,0.9718963831867058,all
356,0.0,0.941358024691358,all
357,0.0,0.9693181818181817,all
358,0.0,0.9805194805194806,all
359,0.0,0.9325962018990505,all
360,2.275133471188625e-16,0.8219056816352809,all
361,0.0,0.9626992819763904,all
362,0.0,0.9766425262608469,all
363,-2.2689121610937963e-16,0.8799082100968894,all
364,-2.2854328281705337e-16,0.7878823529411765,all
365,0.0,0.8290246768507639,all
366,0.0,0.9923076923076923,all
367,0.0,0.8935178647083746,all
368,0.0,0.8983291859225027,all
369,0.0,0.8795726941115164,all
370,0.0,0.8928571428571428,all
371,0.0,0.9473092369477911,all
372,2.220547425593702e-16,0.9823008849557522,all
373,0.0,0.9630872483221476,all
374,-2.2345683364909647e-16,0.7057184750733139,all
375,2.221731636928889e-16,0.9920634920634921,all
376,0.0,0.5679824561403509,all
377,0.0,0.9230769230769231,all
378,0.0,0.9084342963653309,all
379,0.0,0.928020134228188,all
380,0.0,0.9152542372881356,all
381,0.0,0.9380952380952381,all
382,2.220547425593702e-16,0.8761987794245858,all
383,0.0,0.7842809364548495,all
384,0.0,0.9049586776859504,all
385,0.0,0.9592941565418629,all
386,0.0,0.9851485148514851,all
387,0.0,0.9088375392723219,all
388,0.0,0.9589587242026266,all
389,0.0,0.8400714902009121,all
390,0.0,0.9801587301587302,all
391,0.0,0.9872881355932204,all
392,-2.2689121610937963e-16,0.8883236720690879,all
393,0.0,0.9151162790697674,all
394,-2.2205460693426223e-16,0.9130434782608696,all
395,-2.221092851441207e-16,0.9897959183673469,all
396,0.0,0.8844391095591445,all
397,0.0,0.9821428571428572,all
398,0.0,0.9666431759455015,all
399,0.0,0.8850276243093922,all
400,0.0,0.8830138115852402,all
401,-2.2412289126931196e-16,0.918077922077922,all
402,0.0,0.940625,all
403,0.0,0.9117647058823529,all
404,0.0,0.7639252336448599,all
405,0.0,0.9767441860465116,all
406,-2.299814420169309e-16,0.9212858524009023,all
407,0.0,0.836171310629515,all
408,2.2208516101725503e-16,0.9806201550387597,all
409,2.220547425593702e-16,0.63363299086758,all
410,0.0,0.9069083447332422,all
411,0.0,0.9482979440512302,all
412,0.0,0.7446808510638298,all
413,0.0,0.9325842696629214,all
414,0.0,0.9760620915032681,all
415,0.0,1.0,all
416,-2.23623757225188e-16,0.8034188034188035,all
417,0.0,0.7292307692307692,all
418,0.0,0.9317032739328637,all
419,0.0,0.9513397561342767,all
420,2.220547425593702e-16,0.6755382775119618,all
421,0.0,0.9011627906976745,all
422,2.236087574232382e-16,0.9281385281385282,all
423,0.0,0.8590622683469237,all
424,0.0,0.6082621082621082,all
425,0.0,0.7941456903127384,all
426,0.0,0.9299999999999999,all
427,0.0,0.936613475177305,all
428,0.0,0.9421878744308652,all
429,0.0,0.9226243537172402,all
430,0.0,0.9054268486194859,all
431,0.0,0.8008130081300813,all
432,0.0,0.9781021897810219,all
433,0.0,0.9916666666666667,all
434,0.0,0.9304635761589404,all
435,0.0,0.8817633865993832,all
436,0.0,0.9478260869565218,all
437,0.0,0.9400402607361964,all
438,0.0,0.9753521126760563,all
439,0.0,0.9564754583086931,all
440,0.0,0.928633920759905,all
441,0.0,0.8766002268676065,all
442,0.0,0.9500612745098039,all
443,0.0,0.8864864864864865,all
444,-2.2689121610937963e-16,0.6654706627268889,all
445,0.0,0.96,all
446,2.2205488096191227e-16,0.9173913043478261,all
447,0.0,0.7341760961810466,all
448,0.0,0.8275862068965517,all
449,0.0,0.9824561403508771,all
450,0.0,0.9906436801524734,all
451,0.0,0.9624060150375939,all
452,0.0,0.9087591240875912,all
453,0.0,0.9392168540162287,all
454,0.0,0.9624521683673469,all
455,-2.2205460693426223e-16,0.8627450980392157,all
456,0.0,0.9019607843137255,all
457,0.0,0.9093959731543624,all
458,0.0,0.9203442041116989,all
459,0.0,0.9380179966848212,all
460,-2.2205460693426223e-16,0.8890929415522197,all
461,0.0,0.6009811416921509,all
462,0.0,0.9278166278166278,all
463,0.0,0.974025974025974,all
464,0.0,0.7563362433117431,all
465,0.0,0.9210526315789473,all
466,0.0,0.9076923076923077,all
467,0.0,0.9641802641802641,all
468,0.0,0.8203125,all
469,0.0,0.9742268041237113,all
470,0.0,0.9690860215053764,all
471,0.0,0.6426282051282051,all
472,0.0,0.9514925373134329,all
473,0.0,0.8995510662177328,all
474,0.0,0.8982300884955752,all
475,0.0,0.8944031215705401,all
476,0.0,0.875,all
477,0.0,0.984,all
478,0.0,0.8591452991452991,all
479,2.228487514265768e-16,0.9469918224299065,all
480,0.0,0.9786713286713287,all
481,0.0,0.8683473389355743,all
482,0.0,0.7988156696021864,all
483,0.0,0.8532665964172813,all
484,2.220547425593702e-16,0.9908256880733946,all
485,0.0,0.8715315976042048,all
486,-2.220672625377788e-16,0.9796066252587992,all
487,0.0,0.7995985795893161,all
488,0.0,0.8943661971830985,all
489,0.0,0.9332141032192132,all
490,0.0,0.9863636363636363,all
491,0.0,0.9511108539689886,all
492,2.221731636928889e-16,0.9883720930232558,all
493,0.0,0.9551901998710509,all
494,0.0,0.9930555555555556,all
495,0.0,0.6805679785330948,all
496,0.0,0.9889705882352942,all
497,0.0,0.9018987341772151,all
498,2.233281838728597e-16,0.8012582781456954,all
499,0.0,0.8795283663704716,all
500,0.0,0.9776712553261225,all
501,0.0,0.9174757281553398,all
502,2.221731636928889e-16,0.9925373134328358,all
503,0.0,0.881578947368421,all
504,0.0,0.9751980198019802,all
505,0.0,0.9699248120300752,all
506,0.0,0.8768191268191268,all
507,0.0,0.6699110589025004,all
508,2.221731636928889e-16,0.9702912621359223,all
509,0.0,0.848989898989899,all
510,0.0,0.9880952380952381,all
511,0.0,0.9678442028985508,all
512,0.0,0.8617537313432836,all
513,0.0,0.9628262826282628,all
514,0.0,0.9750776565773315,all
515,2.221731636928889e-16,0.9689655172413794,all
516,0.0,0.9702606137032366,all
517,0.0,0.9086956521739131,all
518,0.0,0.9720279720279721,all
519,0.0,0.9555555555555555,all
520,0.0,0.8913308913308913,all
521,0.0,0.9347826086956521,all
522,0.0,0.8642174239982812,all
523,0.0,0.9485294117647058,all
524,2.2206788546375827e-16,0.9461160904822876,all
525,0.0,0.8856984478935699,all
526,0.0,0.9746835443037974,all
527,0.0,0.9836065573770492,all
528,0.0,0.7466666666666666,all
529,0.0,0.9343085106382978,all
530,0.0,0.9915254237288136,all
531,0.0,0.9336315171229782,all
532,0.0,0.8498110355253212,all
533,0.0,0.8813559322033898,all
534,0.0,0.9553656220322887,all
535,-2.2652807194778017e-16,0.8659473684210526,all
536,0.0,0.875116495806151,all
537,0.0,0.62375,all
538,0.0,0.8645285087719299,all
539,0.0,0.8650474422442245,all
540,2.2228619117313636e-16,0.9146341463414633,all
541,0.0,0.9519523030161328,all
542,0.0,0.9594899665551839,all
543,0.0,0.9301503094606542,all
544,0.0,0.8859167148640832,all
545,-2.2237587585119934e-16,0.7545857052498419,all
546,0.0,0.7978723404255319,all
547,0.0,0.8722662950257289,all
548,0.0,0.9879354838709677,all
549,2.2638476250199254e-16,0.83206106870229,all
550,0.0,0.9963503649635037,all
551,0.0,0.8846303199751475,all
552,0.0,0.978813559322034,all
553,0.0,0.8513513513513513,all
554,0.0,0.5999428897772701,all
555,0.0,0.9598214285714286,all
556,2.233281838728597e-16,0.5685840707964602,all
557,0.0,0.6841226472374013,all
558,0.0,0.9728682170542635,all
559,0.0,0.9182990922121357,all
560,0.0,0.9538788845832383,all
561,0.0,0.980952380952381,all
562,0.0,0.9759354838709677,all
563,0.0,0.796896551724138,all
564,0.0,0.9487263943785683,all
565,0.0,0.9277889559579701,all
566,0.0,0.9781021897810219,all
567,0.0,0.9862101313320826,all
568,0.0,0.9344701844701845,all
569,2.2205488096191227e-16,0.9449404761904762,all
570,0.0,0.8976027397260273,all
571,0.0,0.9487301587301586,all
572,0.0,0.974025974025974,all
573,0.0,0.9166666666666667,all
574,0.0,0.9962406015037594,all
575,0.0,0.9828414010232192,all
576,0.0,0.9347589706415368,all
577,0.0,0.6583333333333334,all
578,2.2210841084598673e-16,0.9456521739130435,all
579,0.0,0.9183673469387755,all
580,0.0,0.9480050933786077,all
581,2.221731636928889e-16,0.971488072699735,all
582,0.0,0.9175824175824177,all
583,0.0,0.8793522267206477,all
584,0.0,0.9409448818897638,all
585,0.0,0.9476264189886481,all
586,0.0,0.9613263785394932,all
587,0.0,0.9445962233828846,all
588,0.0,0.9731013580462785,all
589,0.0,0.881578947368421,all
590,0.0,0.639017608897127,all
591,0.0,0.9727272727272727,all
592,0.0,0.5839069157653228,all
593,0.0,0.9951456310679612,all
594,0.0,0.9487179487179487,all
595,0.0,0.9053881278538812,all
596,2.2205488096191227e-16,0.7914826141125835,all
597,0.0,0.9251968503937008,all
598,0.0,0.9922480620155039,all
599,0.0,0.9307692307692308,all
600,0.0,0.8582317073170731,all
601,0.0,0.8912197832731314,all
602,0.0,0.9768518518518519,all
603,0.0,0.895,all
604,0.0,0.942246042877179,all
605,0.0,0.9091865357643759,all
606,0.0,0.9542396745932415,all
607,0.0,0.9631729271248053,all
608,0.0,0.9295138888888889,all
609,0.0,0.9143835616438356,all
610,0.0,0.9883720930232558,all
611,0.0,0.931644880174292,all
612,0.0,0.9657384657384658,all
613,0.0,0.9282374941561478,all
614,0.0,0.9765733778891673,all
615,0.0,0.9011351789644387,all
616,0.0,0.8795005807200929,all
617,0.0,0.8404633620689654,all
618,2.226091641633732e-16,0.9595959595959596,all
619,0.0,0.9181099397590362,all
620,2.220547425593702e-16,0.7688814043682384,all
621,-2.2205460693426223e-16,0.8665223665223665,all
622,0.0,0.5874417055296469,all
623,0.0,0.8035714285714286,all
624,0.0,0.8930431547619048,all
625,0.0,0.8569267997580157,all
626,0.0,0.8112373737373737,all
627,0.0,0.9116161616161617,all
628,0.0,0.9571428571428571,all
629,2.220874458675212e-16,0.8791208791208791,all
630,0.0,0.9836359292881032,all
631,0.0,0.9810606060606061,all
632,0.0,0.5803571428571428,all
633,0.0,0.8923500434656622,all
634,0.0,0.9522665681202267,all
635,0.0,0.9361702127659575,all
636,-2.220672625377788e-16,0.9499490760948639,all
637,2.233281838728597e-16,0.5857833655705996,all
638,2.220874458675212e-16,0.8956796628029504,all
639,0.0,0.9631147540983607,all
640,0.0,0.9347826086956521,all
641,2.221731636928889e-16,0.9958677685950413,all
642,0.0,0.9798387096774194,all
643,0.0,0.889344262295082,all
644,0.0,0.9807536231884058,all
645,0.0,0.9935897435897436,all
646,2.2208516101725503e-16,0.9954128440366973,all
647,0.0,0.8344444444444445,all
648,0.0,0.9544680045437335,all
649,2.220862799634932e-16,0.8684981684981685,all
650,0.0,0.8495575221238938,all
651,0.0,0.889864149611856,all
652,0.0,0.767948717948718,all
653,2.25542154317003e-16,0.7139008620689655,all
654,0.0,0.8968587434973989,all
655,0.0,0.8916666666666666,all
656,0.0,0.8487394957983193,all
657,0.0,0.7460989010989011,all
658,0.0,0.9358413132694938,all
659,0.0,0.9648394241417497,all
660,0.0,0.709245283018868,all
661,0.0,0.9883720930232558,all
662,0.0,0.8810528430781595,all
663,0.0,0.9419061655612873,all
664,0.0,0.8551653944020357,all
665,2.220862799634932e-16,0.9738425925925926,all
666,0.0,0.9877049180327868,all
667,0.0,1.0,all
668,-2.220672625377788e-16,0.6013449740443606,all
669,0.0,0.780603448275862,all
670,0.0,0.8407287157287158,all
671,0.0,0.9764430428134556,all
672,0.0,0.9536524518593592,all
673,0.0,0.9923664122137404,all
674,0.0,0.9340254837187353,all
675,0.0,0.95896355070667,all
676,0.0,0.6554878048780488,all
677,0.0,0.9555188852218555,all
678,-2.220672625377788e-16,0.9376424189307625,all
679,0.0,0.9400050735667174,all
680,0.0,0.9328320802005012,all
681,0.0,0.9527777777777777,all
682,-2.2689121610937963e-16,0.8970862470862471,all
683,0.0,0.9749444332188321,all
684,0.0,0.961054721977052,all
685,0.0,0.9525059039622147,all
686,0.0,0.8193548387096774,all
687,0.0,0.9328523862375139,all
688,0.0,0.9552238805970149,all
689,2.220547425593702e-16,0.9479166666666667,all
690,0.0,0.9516129032258065,all
691,0.0,0.9545489296636086,all
692,0.0,0.6294498381877023,all
693,0.0,0.982602174728159,all
694,0.0,0.984,all
695,0.0,0.5833333333333334,all
696,0.0,0.9359015007398013,all
697,0.0,0.9322033898305084,all
698,0.0,0.9413139763779528,all
699,0.0,0.9143939393939393,all
700,0.0,0.9092028660994178,all
701,0.0,0.9466666666666667,all
702,0.0,0.9127906976744187,all
703,0.0,0.8874790730460833,all
704,2.220862799634932e-16,0.9182624612785131,all
705,0.0,0.9887218045112782,all
706,2.221731636928889e-16,0.9587891296869625,all
707,0.0,0.7461647727272727,all
708,0.0,0.8985714285714286,all
709,0.0,0.9026548672566372,all
710,0.0,0.8370519113491002,all
711,0.0,0.9890510948905109,all
712,0.0,0.9279885760913913,all
713,0.0,0.9586477987421383,all
714,0.0,0.8081920903954802,all
715,0.0,0.9696140552995391,all
716,0.0,0.9924242424242424,all
717,0.0,0.7149155958679768,all
718,2.2208516101725503e-16,0.9325842696629214,all
719,0.0,0.8429731100963977,all
720,0.0,0.8922943008979293,all
721,0.0,0.7984496124031008,all
722,0.0,0.9691697191697192,all
723,0.0,0.9333786231884058,all
724,0.0,0.9524255024255024,all
725,0.0,0.9360744297719088,all
726,0.0,0.8477011494252873,all
727,-2.23443948528986e-16,0.76890756302521,all
728,0.0,0.905241935483871,all
729,0.0,0.6000384024577573,all
730,0.0,0.9850837307308418,all
731,0.0,0.9719362745098039,all
732,0.0,0.8988970588235294,all
733,0.0,0.9169520547945205,all
734,0.0,0.9748256880733945,all
735,0.0,0.962962962962963,all
736,0.0,0.9231953683173195,all
737,0.0,0.7710077000334784,all
738,0.0,0.9810448691316992,all
739,2.220682066049765e-16,0.982905982905983,all
740,0.0,0.9237628956111208,all
741,0.0,0.9850654664484452,all
742,0.0,0.8046875,all
743,0.0,0.9087632447455272,all
744,0.0,0.9579487179487179,all
745,-2.2689121610937963e-16,0.9705513784461153,all
746,0.0,0.9915677043074977,all
747,2.2208516101725503e-16,0.9575471698113207,all
748,0.0,0.8958333333333333,all
749,0.0,0.9328710124826629,all
750,-2.2205460693426223e-16,0.9557753164556962,all
751,-2.2689121610937963e-16,0.927109440267335,all
752,0.0,0.9618811251113657,all
753,0.0,0.9180663221360896,all
754,0.0,0.7307060755336617,all
755,0.0,0.8994899489948995,all
756,0.0,0.9407894736842105,all
757,0.0,0.9035087719298245,all
758,0.0,0.9365942028985508,all
759,0.0,0.9111842105263157,all
760,0.0,0.9051724137931034,all
761,0.0,0.9473238482384824,all
762,0.0,0.6683333333333333,all
763,0.0,0.858974358974359,all
764,-2.2205460693426223e-16,0.8491969768540388,all
765,0.0,0.9685314685314685,all
766,0.0,0.9609162491052254,all
767,0.0,0.8765432098765432,all
768,0.0,0.980952380952381,all
769,0.0,0.9602370689655173,all
770,0.0,0.9858490566037736,all
771,0.0,0.9486882716049383,all
