,Author,Time,URL,Favorites,Retweets,Verified,Text
215,skates89us,Tue Jan 07 23:01:22 +0000 2020,1214683475154022402,1,0,False,"@_StuntMan12_ @timandsid Are you serious, have you ever seen phil esposito go or even lucic...man you have a lot to learn lmfao"
216,_StuntMan12_,Tue Jan 07 23:02:26 +0000 2020,1214683740049293312,1,0,False,@skates89us @timandsid bro in 50 years time i will ask you if we have ever seen a better player than mcdavid watch you will say no buddy you were right all along.
217,skates89us,Tue Jan 07 23:03:29 +0000 2020,1214684005695709184,1,0,False,@_StuntMan12_ @timandsid Right lmao
218,skates89us,Tue Jan 07 22:58:03 +0000 2020,1214682640172888070,1,0,False,@_StuntMan12_ @timandsid Bro don't make me go bi polar on you boy..You know damn well Crosby is the greatest player that has ever played the game hands down
219,_StuntMan12_,Tue Jan 07 22:59:21 +0000 2020,1214682967223652352,0,0,False,@skates89us @timandsid crosby the better 2 way player yes but best offensive player is mcdavid hands down get real
220,skates89us,Tue Jan 07 23:02:53 +0000 2020,1214683856558809092,1,0,False,"@_StuntMan12_ @timandsid So if Mckennon passes mcdavid this year, you'll have to agree hes the best right"
221,_StuntMan12_,Tue Jan 07 23:04:29 +0000 2020,1214684256217137153,1,0,False,"@skates89us @timandsid yes but 0% in that happening. mcdavid has been leading from the get go, no way he lets mack get away with it."
222,skates89us,Tue Jan 07 23:08:18 +0000 2020,1214685218885525507,1,0,False,@_StuntMan12_ @timandsid Mack has been catching everyone just a matter of time..I just hope he has one more bad night lol
223,_StuntMan12_,Tue Jan 07 23:09:04 +0000 2020,1214685409541705733,1,0,False,"@skates89us @timandsid with shestyerkin in net forget it buddy mack isnt getting shit tonight. u still play draft kings, u better take shestyerkin boom shut out 35 saves"
224,skates89us,Tue Jan 07 23:20:21 +0000 2020,1214688250733957120,1,0,False,"@_StuntMan12_ @timandsid I will not take him tonight no way I have no faith in him lol not with mack playin, I just know mack is gonna make up against us for last night lol pissing me off, wrong team mack"
225,_StuntMan12_,Tue Jan 07 23:21:28 +0000 2020,1214688531320229888,1,0,False,@skates89us @timandsid big mistake boy did u jus tstart watching hockey or what lmao
226,skates89us,Tue Jan 07 23:23:27 +0000 2020,1214689031986044929,1,0,False,@_StuntMan12_ @timandsid Haha you know who has him Montreal and hes starting him LOL
227,_StuntMan12_,Tue Jan 07 23:24:53 +0000 2020,1214689392352063488,1,0,False,@skates89us @timandsid lmfao hes smart dude. im surprised he has a player that good lol
228,skates89us,Tue Jan 07 23:31:26 +0000 2020,1214691041686818817,1,0,False,@_StuntMan12_ @timandsid sasquatch better be good lol
229,skates89us,Tue Jan 07 23:36:48 +0000 2020,1214692391279583234,1,0,False,@_StuntMan12_ @timandsid I cannot see anyone upstaging the King over these past years..How the hell
230,_StuntMan12_,Tue Jan 07 23:37:59 +0000 2020,1214692687527337984,1,0,False,@skates89us @timandsid the king will be out of an nhl job soon enough. this shit is happening just as i told u at the start of the season. should have listen to me.
